0,0.71672
1,0.74621
2,0.86798
3,0.95696
4,1.0226
5,1.069
6,1.1014
7,1.1286
8,1.1452
9,1.1583
10,1.1645
11,1.1698
12,1.1732
13,1.176
14,1.1768
15,1.176
16,1.1732
17,1.1708
18,1.1654
19,1.1618
20,1.1557
21,1.1506
22,1.147
23,1.1452
24,1.1392
25,1.1374
27,1.1252
29,1.1163
31,1.1067
33,1.098
35,1.0892
37,1.0796
39,1.0699
41,1.0612
43,1.0542
45,1.0445
47,1.034
49,1.0252
50,1.0244
54,1.0024
58,0.98756
62,0.96741
66,0.94901
70,0.93402
74,0.91396
78,0.89794
82,0.88214
86,0.86605
90,0.84712
94,0.83378
98,0.81568
102,0.7994
106,0.78397
110,0.77167
114,0.75482
118,0.74041
122,0.72502
126,0.71174
130,0.69875
134,0.68392
138,0.67102
142,0.65772
146,0.64415
150,0.63122
154,0.6188
158,0.60682
162,0.59625
166,0.58049
170,0.56992
174,0.56023
178,0.54834
182,0.53617
186,0.52526
190,0.51452
194,0.50212
198,0.49215
202,0.48399
206,0.47573
210,0.46559
214,0.45639
218,0.44646
222,0.43853
226,0.42867
230,0.41941
234,0.412
238,0.40229
242,0.39409
246,0.38683
250,0.37879
254,0.37062
258,0.36422
262,0.35575
266,0.34986
270,0.34262
274,0.33484
278,0.32892
282,0.32274
286,0.31549
290,0.30921
294,0.30274
298,0.29759
300,0.29377
