0,2.9628
1,2.9796
2,3.9318
3,4.653
4,5.184
5,5.6094
6,5.9298
7,6.18
8,6.372
9,6.51
10,6.636
11,6.696
12,6.75
13,6.768
14,6.78
15,6.792
16,6.786
17,6.762
18,6.738
19,6.726
20,6.69
21,6.642
22,6.618
23,6.594
24,6.534
25,6.51
27,6.414
29,6.354
31,6.264
33,6.174
35,6.108
37,6.03
39,5.9484
41,5.8716
43,5.8044
45,5.721
47,5.6532
49,5.5818
51,5.5128
53,5.4408
55,5.3652
57,5.2884
59,5.226
60,5.2062
64,5.076
68,4.9446
72,4.8132
76,4.6818
80,4.566
84,4.4484
88,4.3296
92,4.2288
96,4.1148
100,4.0104
104,3.9018
108,3.8058
112,3.711
116,3.621
120,3.5304
124,3.4302
128,3.354
132,3.2748
136,3.1854
140,3.1122
144,3.0354
148,2.9616
152,2.8878
156,2.8188
160,2.7486
164,2.6844
168,2.6208
172,2.5506
176,2.487
180,2.43
184,2.3616
188,2.3058
192,2.25
196,2.1972
200,2.1468
204,2.094
208,2.046
212,1.9986
216,1.9524
220,1.9038
224,1.8546
228,1.8138
232,1.7664
236,1.7292
240,1.6914
244,1.6548
248,1.6074
252,1.5738
256,1.539
260,1.494
264,1.4598
268,1.4298
272,1.3896
276,1.365
280,1.326
284,1.2996
288,1.2684
292,1.236
296,1.2102
300,1.1814
