0,0.68514
1,0.70752
2,0.86647
3,0.9775
4,1.068
5,1.1344
6,1.1853
7,1.2226
8,1.2501
9,1.2717
10,1.2883
11,1.301
12,1.308
13,1.3104
14,1.3153
15,1.3132
16,1.3145
17,1.3114
18,1.3066
19,1.3002
20,1.2997
21,1.2954
22,1.289
23,1.2854
24,1.2781
25,1.272
27,1.2593
29,1.2503
31,1.2357
33,1.2235
35,1.2148
37,1.2035
39,1.1915
41,1.1796
43,1.1703
45,1.1568
47,1.1438
49,1.1346
50,1.1268
54,1.1086
58,1.0846
62,1.0612
66,1.0395
70,1.0181
74,0.99711
78,0.97669
82,0.95782
86,0.9331
90,0.91417
94,0.8954
98,0.87396
102,0.85855
106,0.83823
110,0.82054
114,0.80228
118,0.78593
122,0.76841
126,0.75015
130,0.73525
134,0.71694
138,0.703
142,0.6877
146,0.67178
150,0.65799
154,0.64231
158,0.62878
162,0.61344
166,0.5997
170,0.5856
174,0.5733
178,0.56041
182,0.54788
186,0.5378
190,0.52418
194,0.51327
198,0.50278
202,0.48986
206,0.4807
210,0.46904
214,0.45849
218,0.44945
222,0.43853
226,0.42983
230,0.41889
234,0.41048
238,0.40062
242,0.39337
246,0.38452
250,0.37739
254,0.36705
258,0.36031
262,0.35181
266,0.34497
270,0.33734
274,0.33077
278,0.32383
282,0.31537
286,0.30782
290,0.30099
294,0.2954
298,0.28865
300,0.28741
