# mesh name: boxMesh_1
# primitive scorer name: eD
# iX, iY, iZ, value [Gy]
0,0,0,1.617745580823081e-08
0,1,0,1.58986876220577e-08
0,2,0,1.816938874200713e-08
0,3,0,1.751946164457541e-08
0,4,0,1.611603646499462e-08
0,5,0,1.436006754833129e-08
0,6,0,1.611269754284359e-08
0,7,0,1.620866252982135e-08
0,8,0,1.808605892641799e-08
0,9,0,1.744674579861772e-08
0,10,0,1.815022544032977e-08
0,11,0,1.687604990925953e-08
0,12,0,1.975881929502901e-08
0,13,0,1.834643511965917e-08
0,14,0,1.841855681255512e-08
0,15,0,1.644652890983935e-08
0,16,0,1.609506684360052e-08
0,17,0,1.685146937599228e-08
0,18,0,1.899641302824764e-08
0,19,0,1.9770558122968e-08
0,20,0,1.919398146560466e-08
0,21,0,1.757079364715379e-08
0,22,0,1.821555724381024e-08
0,23,0,1.941274215378572e-08
0,24,0,1.72057386429445e-08
0,25,0,1.997336328271348e-08
0,26,0,1.971517104025103e-08
0,27,0,1.832057858917761e-08
0,28,0,1.83362889918758e-08
0,29,0,1.939064135987729e-08
0,30,0,1.859319579416105e-08
0,31,0,1.88114155331823e-08
0,32,0,1.939132497995931e-08
0,33,0,2.031050836352438e-08
0,34,0,1.93689719088318e-08
0,35,0,2.174838590921234e-08
0,36,0,1.924491054575226e-08
0,37,0,1.730252681218448e-08
0,38,0,1.921746966775412e-08
0,39,0,2.171814024760588e-08
0,40,0,2.063323215989708e-08
0,41,0,1.914709977721057e-08
0,42,0,2.262662314559287e-08
0,43,0,2.058370901112471e-08
0,44,0,2.163713555279128e-08
0,45,0,2.006112577975475e-08
0,46,0,2.068320603345878e-08
0,47,0,1.898913350763099e-08
0,48,0,2.000379138240773e-08
0,49,0,2.156803117232701e-08
0,50,0,2.19387405303751e-08
0,51,0,2.063203381889106e-08
0,52,0,2.298795809847084e-08
0,53,0,2.262849669433321e-08
0,54,0,2.152255319191615e-08
0,55,0,2.153705791261838e-08
0,56,0,2.108502727283536e-08
0,57,0,2.45038643305142e-08
0,58,0,2.263293775866711e-08
0,59,0,1.80877852421128e-08
0,60,0,2.379290362591274e-08
0,61,0,2.167988829598234e-08
0,62,0,2.154936922204338e-08
0,63,0,2.390631483717457e-08
0,64,0,2.289080160885544e-08
0,65,0,2.324114010051067e-08
0,66,0,2.339838390389771e-08
0,67,0,2.589567157746425e-08
0,68,0,2.536504107712521e-08
0,69,0,2.520802862293676e-08
0,70,0,2.547130466372665e-08
0,71,0,2.486339230044907e-08
0,72,0,2.427746094623481e-08
0,73,0,2.543930014472354e-08
0,74,0,2.615181072173111e-08
0,75,0,2.468243059282396e-08
0,76,0,2.487313169493479e-08
0,77,0,2.323195108128276e-08
0,78,0,2.312918220263481e-08
0,79,0,2.670723815642851e-08
0,80,0,2.57459727158877e-08
0,81,0,2.746396802177865e-08
0,82,0,2.71247033469491e-08
0,83,0,2.668365532447835e-08
0,84,0,2.700006380643093e-08
0,85,0,2.585964371623825e-08
0,86,0,2.400449340019157e-08
0,87,0,2.815515380979527e-08
0,88,0,2.783007065512808e-08
0,89,0,2.804573675030714e-08
0,90,0,2.782563622938521e-08
0,91,0,2.435542670754733e-08
0,92,0,2.727302180062536e-08
0,93,0,2.529126300034388e-08
0,94,0,2.709213661342232e-08
0,95,0,2.690220693806935e-08
0,96,0,3.038469070378065e-08
0,97,0,3.108950335709294e-08
0,98,0,3.034883311080534e-08
0,99,0,3.042167716480142e-08
0,100,0,3.059598049348088e-08
0,101,0,3.023311832089094e-08
0,102,0,3.011097238566517e-08
0,103,0,3.034616022287306e-08
0,104,0,2.96280491935782e-08
0,105,0,2.838897881086814e-08
0,106,0,2.681360252707931e-08
0,107,0,2.839818506051378e-08
0,108,0,2.62149861217281e-08
0,109,0,2.889793894408858e-08
0,110,0,3.116305952310884e-08
0,111,0,2.871986748713829e-08
0,112,0,2.697599963724435e-08
0,113,0,2.845942034887061e-08
0,114,0,2.786304832723926e-08
0,115,0,3.083919593277834e-08
0,116,0,2.847987582298563e-08
0,117,0,2.894907358951525e-08
0,118,0,2.986249722678749e-08
0,119,0,3.067299080007491e-08
0,120,0,3.39074909658683e-08
0,121,0,3.378177821858602e-08
0,122,0,3.163372629839394e-08
0,123,0,3.07481163439817e-08
0,124,0,3.176744360383899e-08
0,125,0,3.181367813557396e-08
0,126,0,3.250334513380972e-08
0,127,0,3.457531953301423e-08
0,128,0,3.382257119020345e-08
0,129,0,3.301146153795186e-08
0,130,0,3.012823303704943e-08
0,131,0,3.028477804356348e-08
0,132,0,3.383423208575048e-08
0,133,0,3.634279532421814e-08
0,134,0,3.382700193951392e-08
0,135,0,3.637879595388146e-08
0,136,0,3.396861957989554e-08
0,137,0,3.518660723717437e-08
0,138,0,3.360204702053423e-08
0,139,0,3.583046766086139e-08
0,140,0,3.219161276729433e-08
0,141,0,3.200301786643694e-08
0,142,0,3.207348164556272e-08
0,143,0,3.553059085743996e-08
0,144,0,3.607176969433394e-08
0,145,0,3.528627080338021e-08
0,146,0,3.419473236498345e-08
0,147,0,3.570532128973347e-08
0,148,0,3.579857380949746e-08
0,149,0,3.867027526188287e-08
0,150,0,3.774753172196486e-08
0,151,0,3.729061071610652e-08
0,152,0,3.643735094458772e-08
0,153,0,3.468122708164817e-08
0,154,0,3.351613000509733e-08
0,155,0,3.285589174419418e-08
0,156,0,3.354817735016014e-08
0,157,0,3.972384325747061e-08
0,158,0,3.79639972288697e-08
0,159,0,3.890088281089597e-08
0,160,0,3.875760518263033e-08
0,161,0,3.628362949622706e-08
0,162,0,3.666666065509664e-08
0,163,0,3.638781736717497e-08
0,164,0,3.733349076450456e-08
0,165,0,4.001624290728455e-08
0,166,0,4.15631023776148e-08
0,167,0,3.986275989659649e-08
0,168,0,3.909321860697103e-08
0,169,0,4.304911919128124e-08
0,170,0,3.958721751158119e-08
0,171,0,4.015759341516728e-08
0,172,0,3.766375980256337e-08
0,173,0,3.973712989857061e-08
0,174,0,3.68573904057089e-08
0,175,0,3.751416812479591e-08
0,176,0,3.955972465809395e-08
0,177,0,4.055029583436239e-08
0,178,0,4.189983355391602e-08
0,179,0,4.15056927318513e-08
0,180,0,3.972108393972297e-08
0,181,0,3.933473851886086e-08
0,182,0,4.185893923368177e-08
0,183,0,4.140182201853983e-08
0,184,0,3.99452903074771e-08
0,185,0,3.91487537207841e-08
0,186,0,4.640372722638379e-08
0,187,0,4.493445175704362e-08
0,188,0,4.158979280865031e-08
0,189,0,4.469680871420452e-08
0,190,0,4.39710220843821e-08
0,191,0,4.405761625645461e-08
0,192,0,4.356298284107608e-08
0,193,0,4.594137805032078e-08
0,194,0,4.216636361242454e-08
0,195,0,4.28144736014833e-08
0,196,0,4.409375504731453e-08
0,197,0,4.700359730918524e-08
0,198,0,4.546021391938414e-08
0,199,0,4.584268594010972e-08
0,200,0,4.651735410327506e-08
0,201,0,4.562659467190876e-08
0,202,0,4.865739954882763e-08
0,203,0,4.4707937703714e-08
0,204,0,4.452131016694307e-08
0,205,0,4.50937558372564e-08
0,206,0,4.852266770267949e-08
0,207,0,4.84677613776121e-08
0,208,0,5.003116558231269e-08
0,209,0,4.802592523623003e-08
0,210,0,4.972895329756799e-08
0,211,0,4.782287002364423e-08
0,212,0,4.789403800332685e-08
0,213,0,4.425222883707389e-08
0,214,0,4.831622969947541e-08
0,215,0,4.984866435046953e-08
0,216,0,5.096414234991402e-08
0,217,0,5.694202108908281e-08
0,218,0,5.372285488710729e-08
0,219,0,5.060965718914291e-08
0,220,0,5.155142993612831e-08
0,221,0,4.986632344507028e-08
0,222,0,5.068873622286294e-08
0,223,0,4.990466787312841e-08
0,224,0,5.299782654713826e-08
0,225,0,5.078076451539698e-08
0,226,0,5.118620123594051e-08
0,227,0,5.443851934569081e-08
0,228,0,5.065728128480582e-08
0,229,0,5.57831858170409e-08
0,230,0,5.519869227924192e-08
0,231,0,5.54123723861379e-08
0,232,0,5.417918182587173e-08
0,233,0,5.924426566022381e-08
0,234,0,5.810091905411651e-08
0,235,0,5.187277082305168e-08
0,236,0,5.26663046785581e-08
0,237,0,5.707342512314603e-08
0,238,0,5.588333197253316e-08
0,239,0,6.120956926510635e-08
0,240,0,5.564882277843579e-08
0,241,0,6.094958090563847e-08
0,242,0,5.910087345572217e-08
0,243,0,6.062444302962787e-08
0,244,0,6.345951433452142e-08
0,245,0,6.030882448837517e-08
0,246,0,5.894060237799795e-08
0,247,0,5.986421108255596e-08
0,248,0,5.96439581012288e-08
0,249,0,6.30386342558941e-08
0,250,0,6.298368132058889e-08
0,251,0,6.424369627991078e-08
0,252,0,6.523571487540189e-08
0,253,0,6.255688626149236e-08
0,254,0,6.381470905489347e-08
0,255,0,6.05235159261642e-08
0,256,0,6.551123370452591e-08
0,257,0,6.139107204060216e-08
0,258,0,6.28359958602317e-08
0,259,0,6.567288323314262e-08
0,260,0,6.276652350525937e-08
0,261,0,5.90335572155729e-08
0,262,0,5.953387382358995e-08
0,263,0,6.169836295890102e-08
0,264,0,6.70309563307521e-08
0,265,0,6.35406935101481e-08
0,266,0,6.61453443817473e-08
0,267,0,6.385722145969591e-08
0,268,0,6.299452172269629e-08
0,269,0,6.781881149791434e-08
0,270,0,6.721857442427707e-08
0,271,0,7.129924425603078e-08
0,272,0,7.143114788902348e-08
0,273,0,6.851547674118438e-08
0,274,0,6.658922369889824e-08
0,275,0,7.002467154607889e-08
0,276,0,6.872586119489193e-08
0,277,0,7.103935514975502e-08
0,278,0,6.976704208649749e-08
0,279,0,7.038217315301808e-08
0,280,0,7.007870349455137e-08
0,281,0,7.270862332091428e-08
0,282,0,7.29607661954157e-08
0,283,0,6.844542855312272e-08
0,284,0,6.696175690418237e-08
0,285,0,6.974380805257048e-08
0,286,0,6.956649954479797e-08
0,287,0,7.76361582213994e-08
0,288,0,7.169153746009979e-08
0,289,0,7.675730730320074e-08
0,290,0,7.316481354706069e-08
0,291,0,7.818651158634577e-08
0,292,0,7.725516210827939e-08
0,293,0,7.585673953946477e-08
0,294,0,7.821855035541357e-08
0,295,0,7.876441856629827e-08
0,296,0,7.715582763367793e-08
0,297,0,7.950768213346386e-08
0,298,0,8.068740810928556e-08
0,299,0,8.425123366044852e-08
0,300,0,8.01467872297173e-08
0,301,0,8.608373399816349e-08
0,302,0,7.664036209437059e-08
0,303,0,7.682898944035033e-08
0,304,0,7.960479429708766e-08
0,305,0,8.237442837869485e-08
0,306,0,8.607069782810235e-08
0,307,0,8.087951812610607e-08
0,308,0,8.140982064769605e-08
0,309,0,8.574140420858374e-08
0,310,0,8.506828185437122e-08
0,311,0,8.027324139931003e-08
0,312,0,8.674928626213119e-08
0,313,0,8.804979222872167e-08
0,314,0,8.424101409223738e-08
0,315,0,8.731426256475236e-08
0,316,0,8.539532600348409e-08
0,317,0,8.916610165703286e-08
0,318,0,9.055621298001235e-08
0,319,0,8.957533662364073e-08
0,320,0,9.31639133297861e-08
0,321,0,9.118149321612889e-08
0,322,0,9.456641326040492e-08
0,323,0,9.057986817751492e-08
0,324,0,8.819596339810125e-08
0,325,0,9.328791335092767e-08
0,326,0,8.997773222576384e-08
0,327,0,9.426261198051615e-08
0,328,0,9.060637137153335e-08
0,329,0,9.747947132667327e-08
0,330,0,9.39791711786207e-08
0,331,0,9.92575018702972e-08
0,332,0,9.572018809633395e-08
0,333,0,9.519860896879488e-08
0,334,0,9.601763323793859e-08
0,335,0,9.999680207616047e-08
0,336,0,9.571161317671921e-08
0,337,0,9.407545984742094e-08
0,338,0,9.3126888732973e-08
0,339,0,9.803995213503813e-08
0,340,0,9.903942713181384e-08
0,341,0,1.004326954812317e-07
0,342,0,9.843121966125091e-08
0,343,0,9.791679669824805e-08
0,344,0,9.964962353013101e-08
0,345,0,1.006231445138174e-07
0,346,0,1.025054527896175e-07
0,347,0,1.092742532121085e-07
0,348,0,1.04482430877024e-07
0,349,0,1.007950122134181e-07
0,350,0,1.035344570084755e-07
0,351,0,1.010361984945741e-07
0,352,0,1.023688798597609e-07
0,353,0,1.037586549406688e-07
0,354,0,1.042493236894289e-07
0,355,0,1.063869427064891e-07
0,356,0,1.04272646978385e-07
0,357,0,1.067060566178721e-07
0,358,0,1.066458980224565e-07
0,359,0,1.064594084802917e-07
0,360,0,1.084039191703679e-07
0,361,0,1.079651283736919e-07
0,362,0,1.096546712129947e-07
0,363,0,1.089046081795024e-07
0,364,0,1.065921997408705e-07
0,365,0,1.070047849884983e-07
0,366,0,1.100103687894034e-07
0,367,0,1.215758003943135e-07
0,368,0,1.14910147394814e-07
0,369,0,1.145915482141437e-07
0,370,0,1.149800027975798e-07
0,371,0,1.167787280063012e-07
0,372,0,1.128231951122722e-07
0,373,0,1.152584832421963e-07
0,374,0,1.185072392717723e-07
0,375,0,1.21131192506208e-07
0,376,0,1.174984354169977e-07
0,377,0,1.204738479307248e-07
0,378,0,1.213858109968479e-07
0,379,0,1.190928727152096e-07
0,380,0,1.135195625997734e-07
0,381,0,1.20313401792063e-07
0,382,0,1.181431684665877e-07
0,383,0,1.174690016675645e-07
0,384,0,1.246063016359896e-07
0,385,0,1.214108521543225e-07
0,386,0,1.196772087447922e-07
0,387,0,1.205148430261916e-07
0,388,0,1.190663257753721e-07
0,389,0,1.234089179279634e-07
0,390,0,1.319844058567279e-07
0,391,0,1.276119261942979e-07
0,392,0,1.298921372978066e-07
0,393,0,1.307587433348438e-07
0,394,0,1.268988043115955e-07
0,395,0,1.283073569488092e-07
0,396,0,1.318248287867584e-07
0,397,0,1.319279411051818e-07
0,398,0,1.282937221602635e-07
0,399,0,1.26448844389415e-07
0,400,0,1.306021089792652e-07
0,401,0,1.299031872538793e-07
0,402,0,1.325622606609603e-07
0,403,0,1.341476692403191e-07
0,404,0,1.341815492166744e-07
0,405,0,1.384185090981684e-07
0,406,0,1.447188679621014e-07
0,407,0,1.421517925500008e-07
0,408,0,1.392327857696181e-07
0,409,0,1.413397234786952e-07
0,410,0,1.391849238018899e-07
0,411,0,1.425505665240758e-07
0,412,0,1.474869553864387e-07
0,413,0,1.446806443942353e-07
0,414,0,1.397588806980111e-07
0,415,0,1.376476654294264e-07
