# mesh name: boxMesh_1
# primitive scorer name: eD
# iX, iY, iZ, value [Gy]
0,0,0,1.06878289263996e-08
0,1,0,1.082820926440811e-08
0,2,0,1.071279950489701e-08
0,3,0,1.16435661163867e-08
0,4,0,1.022479324714161e-08
0,5,0,1.039589785827472e-08
0,6,0,1.075079323083748e-08
0,7,0,1.087341896952984e-08
0,8,0,1.108692322765755e-08
0,9,0,1.214107069463755e-08
0,10,0,1.395256767123657e-08
0,11,0,1.179238078488567e-08
0,12,0,1.024187553834758e-08
0,13,0,1.078730884924082e-08
0,14,0,1.126411536651254e-08
0,15,0,1.062317967176461e-08
0,16,0,1.179003203344918e-08
0,17,0,1.231903680344893e-08
0,18,0,1.305935395022184e-08
0,19,0,1.137641793972818e-08
0,20,0,1.272762334561195e-08
0,21,0,1.262304452228733e-08
0,22,0,1.367365507472449e-08
0,23,0,1.221557572379407e-08
0,24,0,9.681526632301944e-09
0,25,0,1.004647648540149e-08
0,26,0,1.054104070506113e-08
0,27,0,1.058673809710639e-08
0,28,0,1.179744685767823e-08
0,29,0,1.117928563812806e-08
0,30,0,1.278877703392076e-08
0,31,0,1.314033620089685e-08
0,32,0,1.261062395869289e-08
0,33,0,1.169757907710126e-08
0,34,0,1.139752694346611e-08
0,35,0,1.164446377911795e-08
0,36,0,1.003417174970883e-08
0,37,0,1.03873156429955e-08
0,38,0,1.217685613701661e-08
0,39,0,1.385231147854864e-08
0,40,0,1.327399480649128e-08
0,41,0,1.332805997620687e-08
0,42,0,1.311240334901344e-08
0,43,0,1.32836890707528e-08
0,44,0,1.276335292910674e-08
0,45,0,1.382983147871564e-08
0,46,0,1.400434007855483e-08
0,47,0,1.452637554658608e-08
0,48,0,1.581434422543358e-08
0,49,0,1.457847125417665e-08
0,50,0,1.301809464189938e-08
0,51,0,1.443405929085509e-08
0,52,0,1.517034559954965e-08
0,53,0,1.694795004644089e-08
0,54,0,1.435364991594845e-08
0,55,0,1.38141662066132e-08
0,56,0,1.418059128086892e-08
0,57,0,1.397499759101643e-08
